[SlowSensor @ factory.py:73][DEBUG] 2017-10-18 11:12:55,049: Logging to: logs/multiple_producers_demo/SlowSensor/multiple_producers_demo.log
[SlowSensor @ node.py:28][INFO] 2017-10-18 11:12:55,050: setup
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,151: sending: SlowSensorMessage(t=1508339575.1515388, n=0, array=[18094, 23139, 17718, 56485, 39777, 61948, 62669, 38267, 10137, 1237, 34719, 10810, 60643, 17123, 40585, 39506, 1268, 33310, 36928, 46571, 33399, 25243, 32350, 32069, 53168, 42852, 52421, 10455, 8342, 65346, 34830, 36408, 53950, 51140, 34852, 12328, 47369, 46680, 3891, 54, 23202, 6084, 17909, 13557, 54245, 31669, 35274, 41691, 40601, 22033, 41169, 53728, 61966, 17707, 38953, 23349, 16269, 61556, 44419, 53812, 36027, 23678, 16554, 59626, 25946, 19431, 48222, 17421, 53838, 29586, 37216, 39385, 9715, 23324, 33417, 36908, 1445, 29717, 64720, 55020, 63294, 56305, 20418, 21651, 62806, 30865, 19993, 17318, 19893, 57169, 43925, 21060, 10522, 5170, 46715, 59510, 44313, 63794, 9803, 33758])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,251: sending: SlowSensorMessage(t=1508339575.2515469, n=1, array=[49687, 45916, 63603, 29593, 62107, 34951, 53031, 26633, 5106, 31154, 63727, 52744, 17548, 55296, 39988, 14835, 17411, 25467, 6124, 31571, 62239, 15946, 65397, 14226, 1943, 57136, 14145, 29381, 21057, 20522, 7499, 6786, 58587, 34881, 56774, 45285, 52252, 16517, 46333, 4236, 65276, 52362, 57002, 31835, 56002, 29428, 5928, 15154, 60623, 7302, 10760, 35262, 41076, 19219, 65360, 57089, 46439, 36877, 30184, 34656, 41092, 23826, 32339, 56371, 56048, 14754, 45837, 24544, 44201, 37962, 41875, 35951, 42311, 61764, 41170, 52971, 44851, 14498, 35256, 17458, 6833, 21373, 15778, 49305, 39388, 25279, 14524, 59996, 15939, 51650, 128, 48004, 48229, 27016, 10854, 57133, 10025, 27387, 37469, 15755])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,351: sending: SlowSensorMessage(t=1508339575.351548, n=2, array=[26786, 39430, 28867, 23298, 62306, 59244, 15498, 59358, 64814, 9939, 55920, 19644, 23208, 20963, 38285, 32658, 16299, 53203, 58948, 57440, 51181, 8902, 17440, 19546, 51747, 21116, 14165, 45554, 52613, 25342, 65027, 18204, 3793, 19410, 37533, 39738, 41665, 60138, 48003, 9373, 59809, 51906, 6176, 18983, 22761, 51379, 985, 8967, 55366, 24953, 49360, 54816, 50611, 44583, 5023, 6075, 32028, 54230, 40062, 9690, 34572, 61769, 51627, 52714, 15668, 24106, 19945, 9752, 55301, 62045, 38580, 30845, 15607, 64609, 4651, 31218, 1365, 18965, 4703, 33925, 989, 20888, 52319, 4483, 23492, 14032, 36053, 11405, 19990, 5189, 27207, 20597, 42841, 40708, 43634, 51754, 47761, 50798, 30668, 4350])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,451: sending: SlowSensorMessage(t=1508339575.4515562, n=3, array=[42116, 28716, 29340, 53399, 25936, 65018, 43399, 52150, 45893, 43491, 57384, 25137, 9608, 41275, 37339, 43970, 36390, 17636, 51892, 21506, 40486, 40767, 20715, 14976, 20115, 286, 46575, 46402, 53975, 13652, 32650, 8911, 4181, 60364, 48128, 14527, 25820, 43578, 55958, 24219, 17391, 33727, 42021, 36393, 2667, 31078, 5859, 54567, 14445, 64018, 29695, 62476, 42573, 49493, 32583, 883, 26687, 10855, 18371, 5075, 24189, 55961, 18091, 29676, 65035, 35550, 12854, 27836, 45023, 22470, 50305, 43602, 25492, 2669, 36260, 21843, 44259, 7802, 32218, 10345, 24220, 8471, 38246, 55526, 2744, 63987, 65426, 59803, 25568, 54283, 61075, 14025, 46526, 58781, 27134, 42979, 49680, 248, 42659, 54444])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,551: sending: SlowSensorMessage(t=1508339575.5515661, n=4, array=[29742, 19813, 29117, 28094, 32177, 776, 22892, 30516, 7440, 54319, 15416, 33767, 28022, 5976, 38597, 31380, 44594, 60008, 39259, 40885, 23208, 52472, 18642, 40327, 26783, 47905, 40485, 47482, 43216, 64122, 52165, 63659, 3057, 50132, 8769, 26571, 59538, 58776, 17374, 64248, 32105, 54795, 5574, 47427, 50217, 41046, 22217, 60311, 3275, 42194, 24147, 20280, 18817, 41263, 794, 35178, 26666, 54162, 6724, 39776, 34552, 31777, 53036, 27274, 14172, 31424, 36678, 4258, 1757, 8353, 59651, 13013, 109, 57878, 45748, 17479, 45076, 17066, 1785, 14048, 13733, 7477, 24682, 47414, 44424, 13197, 40043, 35341, 2742, 54532, 55656, 3279, 60987, 50105, 23538, 45499, 44284, 20424, 13183, 65223])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,651: sending: SlowSensorMessage(t=1508339575.651576, n=5, array=[5505, 18256, 7291, 24944, 63861, 8505, 27860, 26573, 30172, 61309, 8757, 14061, 21234, 53942, 7723, 48693, 7758, 364, 38126, 36742, 31841, 44756, 14185, 3877, 19665, 12567, 36282, 61562, 37893, 4810, 64183, 19024, 1182, 45975, 60433, 24414, 18932, 16143, 64348, 43633, 19164, 36142, 33206, 46654, 39755, 9945, 16184, 4822, 2685, 22899, 12811, 2231, 50126, 7364, 11783, 22218, 55735, 62732, 15530, 8855, 56152, 18192, 26763, 10372, 65105, 7907, 18414, 50368, 65235, 34878, 64867, 30888, 7035, 27255, 827, 35249, 51346, 41529, 46994, 48224, 5110, 2589, 17751, 43173, 44566, 45229, 6951, 15502, 41619, 40088, 6300, 37816, 3528, 28188, 33179, 58751, 31257, 26149, 32549, 57039])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,751: sending: SlowSensorMessage(t=1508339575.751594, n=6, array=[22795, 62129, 4639, 19602, 45996, 14385, 1319, 6549, 49169, 27551, 7054, 55431, 8417, 25101, 33614, 19706, 24477, 5995, 21128, 2709, 22319, 16050, 39341, 43105, 62260, 23812, 51481, 62554, 10352, 30471, 9845, 43348, 3414, 15114, 48856, 54760, 17416, 38837, 40478, 46647, 54709, 27683, 34205, 5885, 53074, 39937, 39250, 17041, 3859, 29922, 19567, 38961, 31180, 19408, 29201, 13856, 31305, 19848, 37157, 2085, 37346, 23800, 27924, 3389, 38631, 65138, 21699, 25676, 41612, 38482, 27031, 13208, 40614, 45763, 51773, 8970, 58533, 59571, 61442, 16427, 34803, 49035, 50389, 36743, 18886, 34966, 23144, 58369, 37759, 62952, 53204, 46372, 1706, 26488, 13460, 49379, 1053, 57830, 53284, 61679])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,851: sending: SlowSensorMessage(t=1508339575.851601, n=7, array=[21257, 51020, 60859, 34733, 37257, 52062, 52829, 64489, 13493, 10044, 8527, 4921, 63087, 40408, 11198, 65388, 37605, 59682, 43920, 40492, 42648, 23645, 13954, 5950, 29247, 56805, 61111, 36556, 6308, 49927, 45140, 38024, 51432, 14762, 44287, 23036, 15046, 3078, 48694, 40099, 15421, 7368, 54226, 54083, 42265, 37025, 59506, 12499, 46769, 27820, 33000, 41358, 46945, 17283, 21770, 21574, 22663, 21317, 16105, 21806, 50325, 21485, 14577, 52789, 28505, 50533, 52785, 53939, 24652, 29915, 21162, 1092, 63375, 30552, 15195, 18602, 25309, 58655, 15227, 43567, 62143, 20956, 16591, 37276, 19327, 36779, 33621, 38816, 38056, 34866, 15080, 22479, 51314, 19636, 45605, 46959, 25684, 18295, 13547, 47493])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:55,951: sending: SlowSensorMessage(t=1508339575.95161, n=8, array=[54194, 47328, 62393, 29584, 59690, 46855, 21567, 19027, 6973, 27639, 62726, 19578, 31093, 25473, 29894, 22362, 39136, 22971, 38955, 16186, 5092, 3002, 60000, 61500, 12111, 6572, 65524, 62532, 48600, 45173, 37448, 32557, 9187, 13106, 24631, 3884, 47413, 51344, 21253, 18697, 16034, 37756, 18938, 11586, 62572, 50803, 36921, 33564, 13440, 42559, 39798, 31270, 9634, 25694, 26704, 12097, 2476, 38993, 63731, 46530, 42199, 3978, 36341, 48177, 44314, 1560, 49235, 52767, 15410, 40556, 5617, 49371, 30268, 55602, 50014, 42184, 54080, 59020, 45106, 42601, 35219, 2424, 22927, 2265, 12656, 60221, 53782, 92, 39286, 47190, 18324, 26527, 65237, 17323, 55044, 8234, 60137, 38082, 13287, 12867])
[SlowSensor @ multiple_producers.py:123][INFO] 2017-10-18 11:12:56,051: sending: SlowSensorMessage(t=1508339576.0516129, n=9, array=[60714, 61543, 3196, 7539, 27086, 6641, 17470, 4663, 22991, 53195, 19338, 8563, 19109, 28540, 50883, 17609, 63270, 5536, 55715, 14999, 30470, 63109, 54521, 59759, 56798, 2382, 63502, 55279, 56389, 58631, 2507, 41816, 23276, 27476, 39590, 11363, 41675, 16673, 50326, 33294, 32295, 51972, 15831, 34536, 3718, 28423, 20109, 44278, 7782, 10766, 55526, 50219, 31877, 45629, 15396, 59619, 22269, 1272, 54538, 20089, 15982, 33173, 62703, 30839, 18230, 10407, 40650, 1412, 18621, 25364, 38830, 19133, 29653, 15615, 33350, 6, 63977, 14419, 42880, 62818, 5080, 25143, 44607, 62822, 3509, 10320, 39459, 32724, 36371, 51119, 28562, 28191, 16623, 63589, 40372, 34622, 588, 55321, 38471, 54122])
